                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 2.6061,                 3.4063,                 3.1336,                0.30106,                0.18867,                0.10865,                0.02099,                 2.5154,                 3.9127,                 3.1202,               0.001052,               0.001052,               0.001052
                     19,                 2.6287,                 3.3373,                 3.1465,                0.30305,                0.24357,                0.04939,                0.01355,                 2.4626,                 5.2163,                   3.04,              0.0010396,              0.0010396,              0.0010396
                     20,                 2.5215,                 3.4104,                 3.0943,                0.30586,                0.15728,                0.07346,                0.02205,                 2.6457,                 3.4266,                 3.1397,              0.0010273,              0.0010273,              0.0010273
                     21,                 2.5135,                 3.2781,                 3.0835,                0.28219,                0.05511,                0.05096,                  0.013,                 2.4938,                 3.4312,                 3.0401,              0.0010149,              0.0010149,              0.0010149
                     22,                  2.492,                 3.2215,                 3.0831,                 0.3093,                0.13983,                0.12132,                0.01947,                 2.4707,                 3.2824,                 3.0846,              0.0010025,              0.0010025,              0.0010025
                     23,                 2.4203,                 3.2509,                  3.013,                0.32072,                0.25096,                0.06257,                0.01789,                 2.5012,                 3.6835,                 3.0205,             0.00099013,             0.00099013,             0.00099013
                     24,                 2.4514,                   3.25,                 3.0385,                0.30326,                0.18661,                 0.0679,                 0.0212,                 2.4832,                 3.7782,                 2.9983,             0.00097775,             0.00097775,             0.00097775
                     25,                 2.4348,                 3.2344,                 2.9859,                0.32747,                0.18963,                0.05688,                0.01751,                  2.521,                 3.5332,                 3.0117,             0.00096537,             0.00096537,             0.00096537
                     26,                 2.3548,                 3.2493,                  2.979,                0.34021,                 0.1828,                0.08222,                0.02276,                 2.4743,                 3.8154,                 2.9918,               0.000953,               0.000953,               0.000953
                     27,                 2.3162,                 3.1314,                 2.9456,                0.35612,                0.18458,                0.07089,                0.02066,                 2.5503,                 3.6406,                 3.1329,             0.00094062,             0.00094062,             0.00094062
                     28,                 2.2657,                 3.1839,                 2.8914,                0.38901,                0.18441,                0.08024,                0.02441,                 2.5679,                 3.8986,                 3.1185,             0.00092825,             0.00092825,             0.00092825
                     29,                 2.2805,                 2.9828,                  2.863,                 0.2945,                0.18869,                0.05063,                0.01513,                 2.4582,                 4.3169,                      3,             0.00091588,             0.00091588,             0.00091588
                     30,                 2.2017,                 3.0708,                 2.8425,                0.54026,                0.08882,                0.09355,                0.02562,                  2.362,                  3.283,                  3.026,              0.0009035,              0.0009035,              0.0009035
                     31,                 2.2045,                 3.1052,                 2.8894,                0.37187,                0.14227,                0.07874,                0.02522,                 2.5852,                 3.2073,                 3.1617,             0.00089112,             0.00089112,             0.00089112
                     32,                 2.2098,                  2.946,                 2.8683,                0.34799,                0.23019,                0.10437,                0.03364,                 2.3385,                 3.0281,                 2.9267,             0.00087875,             0.00087875,             0.00087875
                     33,                 2.1676,                 2.9686,                  2.798,                0.37256,                0.28138,                0.13582,                0.03677,                 2.3759,                 2.9831,                 2.9454,             0.00086637,             0.00086637,             0.00086637
                     34,                 2.1592,                 2.9459,                 2.8322,                0.41034,                0.15967,                0.10878,                0.02963,                 2.3629,                 4.1398,                 2.9167,               0.000854,               0.000854,               0.000854
                     35,                 2.0724,                 2.9568,                 2.7547,                0.39804,                0.23355,                0.15915,                0.04771,                 2.2841,                 3.0389,                 2.9034,             0.00084162,             0.00084162,             0.00084162
                     36,                 2.0654,                 2.9213,                 2.7927,                0.38661,                 0.2896,                0.13151,                 0.0411,                 2.3426,                 3.1604,                 2.9557,             0.00082925,             0.00082925,             0.00082925
                     37,                 2.0629,                 2.8167,                 2.7803,                0.44106,                0.22443,                0.15157,                0.05602,                 2.2376,                 3.0135,                 2.8845,             0.00081688,             0.00081688,             0.00081688
                     38,                 2.1017,                 2.8717,                 2.7595,                0.43989,                0.27346,                0.16324,                0.05584,                 2.1485,                 2.8948,                 2.7959,              0.0008045,              0.0008045,              0.0008045
                     39,                 2.1142,                 2.8204,                 2.7505,                0.42891,                0.24888,                0.14472,                0.04796,                 2.1212,                 3.1045,                 2.7869,             0.00079213,             0.00079213,             0.00079213
                     40,                 2.0596,                 2.8366,                 2.7412,                0.37098,                 0.2321,                 0.1297,                0.04385,                 2.2058,                  4.196,                 2.8573,             0.00077975,             0.00077975,             0.00077975
                     41,                 2.0577,                 2.7861,                 2.7353,                0.36896,                 0.2973,                0.15242,                 0.0527,                 2.1117,                 2.9795,                 2.7391,             0.00076738,             0.00076738,             0.00076738
                     42,                  2.046,                 2.7341,                 2.6631,                0.43243,                0.29781,                0.17468,                0.06477,                 2.0817,                 2.7683,                 2.7424,               0.000755,               0.000755,               0.000755
                     43,                 1.9982,                 2.7162,                  2.675,                0.42203,                0.28639,                0.16762,                0.05744,                 2.0499,                 2.9597,                 2.7017,             0.00074263,             0.00074263,             0.00074263
                     44,                 2.0071,                 2.7483,                 2.6778,                0.69733,                0.23016,                0.20205,                0.06963,                 1.9884,                 2.8616,                 2.6768,             0.00073025,             0.00073025,             0.00073025
                     45,                 1.9711,                 2.8111,                 2.6327,                0.72116,                0.20696,                0.22004,                0.08374,                 1.9963,                 2.7004,                 2.6686,             0.00071788,             0.00071788,             0.00071788
                     46,                 1.9271,                 2.7042,                 2.6299,                0.41794,                0.28284,                0.18769,                0.06842,                 2.1333,                 2.5909,                 2.7776,              0.0007055,              0.0007055,              0.0007055
                     47,                 1.9164,                 2.6497,                 2.6223,                0.39871,                0.31143,                0.18921,                0.07394,                 2.1544,                 2.6607,                 2.7778,             0.00069313,             0.00069313,             0.00069313
                     48,                 1.9565,                 2.7165,                 2.6429,                0.45858,                0.31871,                0.21618,                0.08226,                  2.031,                 2.6703,                 2.7022,             0.00068075,             0.00068075,             0.00068075
                     49,                 1.9025,                 2.6621,                 2.6039,                0.45078,                0.36398,                0.24248,                0.09526,                 2.0333,                  2.727,                 2.6628,             0.00066838,             0.00066838,             0.00066838
                     50,                 1.9143,                 2.6274,                  2.589,                0.49829,                0.30171,                0.24036,                0.08651,                  2.025,                 2.5719,                 2.6894,               0.000656,               0.000656,               0.000656
                     51,                  1.915,                  2.624,                 2.5915,                0.48847,                0.31692,                0.25781,                0.09469,                 2.0153,                 2.7239,                 2.6484,             0.00064362,             0.00064362,             0.00064362
                     52,                 1.8564,                 2.5272,                 2.5474,                 0.4717,                 0.3221,                0.23123,                0.09796,                 1.8753,                 2.6244,                 2.5538,             0.00063125,             0.00063125,             0.00063125
                     53,                 1.8902,                 2.6506,                 2.5759,                0.44722,                0.31518,                 0.1896,                0.07529,                 2.0194,                 2.5967,                 2.6502,             0.00061887,             0.00061887,             0.00061887
                     54,                 1.8702,                 2.5619,                 2.5161,                0.44439,                0.30918,                0.19491,                0.07718,                 2.1405,                   2.79,                 2.8088,              0.0006065,              0.0006065,              0.0006065
                     55,                 1.9285,                 2.6705,                 2.6178,                0.43803,                 0.3243,                0.21183,                0.08303,                 2.0425,                 2.5648,                 2.6787,             0.00059413,             0.00059413,             0.00059413
                     56,                 1.8459,                 2.4872,                 2.5307,                0.48971,                0.30946,                0.32385,                 0.1319,                 1.9138,                  2.576,                 2.5519,             0.00058175,             0.00058175,             0.00058175
                     57,                 1.8164,                 2.5112,                 2.5216,                0.50506,                0.30508,                0.26672,                 0.1179,                 1.8001,                 2.5434,                 2.4656,             0.00056938,             0.00056938,             0.00056938
                     58,                 1.8127,                 2.5312,                 2.4892,                0.45258,                0.35475,                0.26602,                0.11074,                 1.9331,                 2.4926,                 2.5616,               0.000557,               0.000557,               0.000557
                     59,                 1.8301,                 2.5364,                 2.5074,                0.46378,                0.37582,                0.25214,                0.10825,                 1.9434,                 2.6776,                 2.5796,             0.00054463,             0.00054463,             0.00054463
                     60,                 1.8308,                 2.5108,                 2.5031,                 0.4678,                0.40542,                0.30043,                0.13101,                  1.812,                 2.4331,                 2.4887,             0.00053225,             0.00053225,             0.00053225
                     61,                 1.7959,                 2.3698,                 2.4543,                 0.4965,                0.32804,                0.25463,                0.10765,                 1.9048,                 2.3993,                 2.5535,             0.00051988,             0.00051988,             0.00051988
                     62,                 1.8412,                 2.4603,                 2.5032,                0.51732,                0.31841,                0.24321,                0.11344,                 1.8344,                 2.3913,                 2.4884,              0.0005075,              0.0005075,              0.0005075
                     63,                 1.8006,                 2.4826,                 2.4839,                0.51045,                 0.3842,                0.29752,                 0.1298,                 1.8921,                 2.3994,                 2.5389,             0.00049513,             0.00049513,             0.00049513
                     64,                 1.7953,                 2.4415,                 2.4485,                0.55052,                0.34636,                0.33064,                0.13063,                 1.8688,                  2.325,                 2.5151,             0.00048275,             0.00048275,             0.00048275
                     65,                 1.8256,                 2.4406,                 2.4688,                0.56051,                0.34861,                0.30239,                0.12951,                 1.7758,                 2.2328,                  2.413,             0.00047038,             0.00047038,             0.00047038
                     66,                 1.7454,                 2.3876,                 2.4111,                0.53871,                0.36243,                0.27347,                0.11196,                 1.9776,                 2.3445,                  2.613,               0.000458,               0.000458,               0.000458
                     67,                  1.766,                 2.3387,                  2.398,                0.49313,                0.36598,                0.28275,                0.11996,                 1.9435,                 2.3274,                 2.5779,             0.00044563,             0.00044563,             0.00044563
                     68,                 1.7509,                 2.3989,                 2.4215,                0.57332,                0.38198,                0.31573,                0.14589,                 1.7901,                 2.2361,                 2.4598,             0.00043325,             0.00043325,             0.00043325
                     69,                 1.7287,                 2.3648,                 2.3404,                0.54346,                0.36907,                0.29184,                0.13637,                  1.874,                 2.2584,                 2.5648,             0.00042087,             0.00042087,             0.00042087
                     70,                 1.7075,                 2.2819,                 2.3745,                0.52625,                0.35457,                0.30097,                0.14057,                 1.8091,                 2.2038,                 2.4407,              0.0004085,              0.0004085,              0.0004085
                     71,                 1.7433,                 2.3131,                 2.4291,                 0.5213,                0.33384,                0.29947,                0.13875,                 1.7819,                 2.2167,                   2.43,             0.00039613,             0.00039613,             0.00039613
                     72,                 1.7549,                 2.2526,                 2.3719,                0.57387,                0.39445,                0.34837,                0.16599,                 1.6885,                 2.0938,                 2.3712,             0.00038375,             0.00038375,             0.00038375
                     73,                 1.7126,                 2.2454,                 2.3835,                0.57152,                0.38141,                0.35557,                0.17261,                 1.6717,                 2.0922,                 2.3516,             0.00037138,             0.00037138,             0.00037138
                     74,                 1.7858,                 2.2983,                 2.4042,                0.53818,                 0.3938,                0.35409,                0.17524,                 1.7284,                 2.1248,                 2.3839,               0.000359,               0.000359,               0.000359
                     75,                 1.7027,                 2.2567,                 2.3437,                0.51796,                0.38164,                 0.3843,                0.19889,                  1.712,                 2.1603,                 2.3898,             0.00034663,             0.00034663,             0.00034663
                     76,                 1.6868,                 2.2223,                 2.3464,                0.53575,                0.42851,                0.41954,                0.20226,                 1.7755,                 2.2061,                 2.3907,             0.00033425,             0.00033425,             0.00033425
                     77,                  1.687,                 2.2327,                 2.3731,                0.55528,                0.42173,                0.35462,                0.17649,                 1.6714,                  2.093,                 2.3316,             0.00032188,             0.00032188,             0.00032188
                     78,                 1.6686,                  2.221,                 2.3273,                0.54095,                0.43501,                0.34228,                0.16449,                 1.6836,                 2.1179,                 2.3304,              0.0003095,              0.0003095,              0.0003095
                     79,                 1.7096,                 2.1587,                  2.327,                 0.5481,                0.43661,                0.35248,                 0.1726,                 1.6639,                 2.0683,                  2.335,             0.00029713,             0.00029713,             0.00029713
                     80,                 1.6999,                 2.2722,                 2.3622,                0.58334,                0.41299,                0.37111,                0.18203,                 1.6484,                 2.0559,                 2.3267,             0.00028475,             0.00028475,             0.00028475
                     81,                 1.6255,                 2.0927,                  2.276,                0.57026,                0.43037,                0.37561,                0.18897,                 1.6701,                 1.9786,                 2.2904,             0.00027237,             0.00027237,             0.00027237
                     82,                 1.6494,                  2.134,                 2.2763,                0.63623,                0.42276,                0.41539,                0.20394,                 1.7247,                 1.9713,                 2.3305,                0.00026,                0.00026,                0.00026
                     83,                 1.6826,                 2.2659,                 2.3453,                0.66989,                0.39539,                0.42269,                0.21595,                 1.6897,                 1.9378,                 2.3346,             0.00024762,             0.00024762,             0.00024762
                     84,                 1.6669,                 2.1947,                 2.3197,                0.62578,                0.49365,                0.47376,                0.24982,                 1.6531,                 1.9305,                 2.3022,             0.00023525,             0.00023525,             0.00023525
                     85,                 1.6622,                 2.1207,                 2.3073,                0.60742,                0.45301,                0.42904,                0.21654,                 1.6449,                  1.942,                 2.2873,             0.00022288,             0.00022288,             0.00022288
                     86,                 1.6656,                 2.2321,                 2.3229,                0.58592,                0.46478,                0.39512,                 0.1928,                 1.6401,                 1.9521,                 2.2988,              0.0002105,              0.0002105,              0.0002105
                     87,                 1.6095,                 2.0891,                 2.2893,                0.62153,                0.43266,                0.38644,                0.19145,                 1.6578,                  1.914,                 2.2853,             0.00019813,             0.00019813,             0.00019813
                     88,                 1.6193,                 2.1228,                 2.2969,                 0.6139,                0.43594,                0.40876,                0.21158,                 1.5794,                 1.9125,                 2.2159,             0.00018575,             0.00018575,             0.00018575
                     89,                 1.6252,                 2.1122,                 2.2599,                0.60248,                0.43789,                0.41452,                0.22028,                    1.5,                 1.8307,                 2.1533,             0.00017338,             0.00017338,             0.00017338
                     90,                 1.6226,                 2.0419,                 2.2799,                0.62448,                0.40384,                0.40261,                0.20764,                  1.568,                 1.8533,                 2.2192,               0.000161,               0.000161,               0.000161
                     91,                   1.67,                 2.4178,                 2.3685,                0.66192,                0.39654,                0.40339,                0.20271,                  1.654,                 1.9129,                 2.2986,             0.00014862,             0.00014862,             0.00014862
                     92,                 1.6193,                 2.2266,                  2.313,                0.61596,                0.39275,                0.39738,                0.19055,                  1.844,                 2.0529,                 2.4903,             0.00013625,             0.00013625,             0.00013625
                     93,                 1.5624,                 2.1238,                 2.2904,                0.57657,                0.45687,                0.42087,                0.22134,                 1.6296,                 1.9257,                 2.3035,             0.00012387,             0.00012387,             0.00012387
                     94,                 1.5688,                 2.0114,                 2.2769,                0.60097,                0.50523,                0.44603,                0.24084,                 1.4737,                 1.8756,                 2.1046,              0.0001115,              0.0001115,              0.0001115
                     95,                 1.5347,                 1.9737,                 2.2058,                0.59959,                0.50921,                0.45333,                0.24265,                 1.4729,                  1.902,                 2.0988,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                 1.5279,                 1.9447,                 2.2369,                0.59541,                0.49983,                0.41984,                0.22335,                 1.5042,                 1.9019,                 2.1419,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                  1.493,                 1.9412,                 2.1776,                0.61276,                0.51565,                0.42789,                0.23518,                 1.4907,                 1.8479,                 2.1396,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                 1.4942,                 1.9415,                 2.2384,                0.64513,                 0.5189,                0.43846,                0.24185,                 1.4709,                 1.7975,                 2.1321,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                 1.4868,                 1.8379,                 2.2188,                0.65154,                0.49649,                0.43731,                0.24015,                 1.4796,                 1.7923,                   2.14,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                 1.5101,                 1.8717,                 2.2206,                0.66186,                0.50323,                0.43996,                 0.2483,                 1.4507,                  1.777,                 2.1112,              3.725e-05,              3.725e-05,              3.725e-05
